guid,title,description,venue,url,published_at,updated_at
06841ff0e1b7bc89ed179e6370f7c6ae,MeToo founder defiant after Weinstein wins rape appeal,Tarana Burke says the overturning of Harvey Weinstein's 2020 conviction in New York is not a blow to MeToo.,BBC,https://www.bbc.co.uk/news/world-us-canada-68904229,2024-04-26 13:26:50+00,2024-04-27 12:32:43.159652+00
f8350f2980f4f7d10c9c21fbe9db4878,Watch US House pass critical Ukraine aid package,The long-awaited vote comes as Kyiv faces a weapons shortage in its fight against Russia.,BBC,https://www.bbc.co.uk/news/world-us-canada-68866766,2024-04-20 18:19:09+00,2024-04-26 20:03:00.818424+00
6a48e9ea86d14c538efb5d674ec8b5e4,"'Stay strong,' parents tell Gaza hostage after video","Hamas issues a proof-of-life video of US-Israeli Hersh Goldberg-Polin, abducted on 7 October.",BBC,https://www.bbc.co.uk/news/world-middle-east-68893885,2024-04-25 10:31:20+00,2024-04-26 20:03:00.825941+00
f1eb95f6e086288c03dfc3bb8fe5df76,Blinken arrives in China as relations crackle with tension,"Blinken's trip is a sign of improved US-China ties, but the two still view each other with suspicion.",BBC,https://www.bbc.co.uk/news/world-asia-china-68894782,2024-04-25 04:36:15+00,2024-04-26 20:03:00.83385+00
1a53ee223f0fc938fc3dcfd04707acc7,When could TikTok be banned under new US law?,The video app TikTok could be banned in the US unless it is sold by its Chinese owner ByteDance.,BBC,https://www.bbc.co.uk/news/technology-53476117,2024-04-25 11:28:43+00,2024-04-26 20:03:00.841198+00
743008eb6245ba6280bbeb71ddaea2de,Tough questions as Supreme Court debates Trump's immunity claim,Justices push lawyers for both sides on whether a president can be criminally prosecuted for acts while in office.,BBC,https://www.bbc.co.uk/news/live/world-us-canada-68892030,2024-04-25 11:38:07+00,2024-04-26 20:03:00.848528+00
5bdfc192ed94e5c9ca6e85c6e729bb30,Mining giant BHP proposes buyout of Anglo American,The potential mega merger would give BHP access to Anglo American's copper assets.,BBC,https://www.bbc.com/news/articles/czrxm4pljlwo,2024-04-25 09:15:59+00,2024-04-26 20:03:00.855954+00
c62555ff27e4eb527b02752a6406aea8,Police arrest Gaza protesters at Emory University,Video shows chaos erupting at one Atlanta college as police clear an encampment of pro-Palestinian demonstrators.,BBC,https://www.bbc.co.uk/news/world-us-canada-68902343,2024-04-25 21:51:17+00,2024-04-26 20:03:00.863454+00
1daf6c203ba6a8c26620808b3c4ad17b,More arrests as US campus protests continue to spread,"USC also cancelled a graduation ceremony, citing ""safety measures"", as protests against the Gaza war continue.",BBC,https://www.bbc.co.uk/news/world-us-canada-68894386,2024-04-25 22:44:32+00,2024-04-26 20:03:00.8713+00
3ebc080f2954bec6f45b8aefed14e3f5,'The boss' featured at Trump hush-money trial,Former National Enquirer Publisher David Pecker laid out his dealings with Michael Cohen for ''the boss'',BBC,https://www.bbc.co.uk/news/world-us-canada-68902399,2024-04-25 21:46:23+00,2024-04-26 20:03:00.878932+00
b214e496239d3b0e2325901ca042d663,Overturning of Weinstein conviction 'a hard day',Ashley Judd tells BBC News survivors feel betrayed after a new trial is ordered for Harvey Weinstein.,BBC,https://www.bbc.co.uk/news/world-us-canada-68901032,2024-04-26 00:50:26+00,2024-04-26 20:03:00.888037+00
65d84a6449c7174ac8ce40358478811e,TikTok's Chinese parent firm says no plans to sell,The US passed a law this week to force the sale of the popular video app or be banned in America.,BBC,https://www.bbc.com/news/articles/c289n8m4j19o,2024-04-26 03:13:40+00,2024-04-26 20:03:00.896722+00
52937d376f8254f9120d8d44aea779b0,Where are the Gaza protests at US universities?,"Protests have erupted across more than two dozen campuses, including New York, Texas and California.",BBC,https://www.bbc.co.uk/news/world-us-canada-68901927,2024-04-26 00:41:29+00,2024-04-26 20:03:00.905198+00
22ee80191e3541f61be5c6638a785002,Ballet dancers and yawning lions: Africa's top shots,A selection of the week's best photos from across the continent and beyond.,BBC,https://www.bbc.co.uk/news/world-africa-68896453,2024-04-26 03:28:27+00,2024-04-26 20:03:00.912636+00
022f151995948dca79276cc5d9594617,"China and US should be partners, not rivals, Xi tells Blinken",China's president and America's top diplomat hold talks in Beijing as both sides seek to stabilise relations.,BBC,https://www.bbc.co.uk/news/live/world-asia-68904075,2024-04-26 08:13:47+00,2024-04-26 20:03:00.927591+00
8aa8858862a8c3aa64ef250ca1cebf3f,AI Tupac track vanishes from Drake's Instagram,"The megastar had been ordered to delete the track by the late rapper's estate for ""abusing his legacy"".",BBC,https://www.bbc.co.uk/news/newsbeat-68904385,2024-04-26 10:10:18+00,2024-04-26 20:03:00.935345+00
3b855dc5400f38183a517544fc36db5b,Tate sexual assault trial to go ahead in Romania,Controversial influencer Andrew Tate and his brother deny allegations of rape and human trafficking.,BBC,https://www.bbc.co.uk/news/world-europe-68907298,2024-04-26 15:14:20+00,2024-04-26 20:03:00.958683+00
e5236a2b7cffffccdd4efbbece0bd2f5,"If China won't act, we will - Blinken",Secretary of State Antony Blinken says the US will act if China does not stop sending parts to Russia.,BBC,https://www.bbc.co.uk/news/world-us-canada-68903289,2024-04-26 14:02:44+00,2024-04-26 20:03:00.966292+00
7bc73f330f64379f5dc8db881f2d714c,Pentagon to 'rush' Patriot missiles to Ukraine,"Ukrainian President Zelensky says munitions in $6bn package ""can save lives right now"".",BBC,https://www.bbc.co.uk/news/world-us-canada-68901820,2024-04-26 18:08:31+00,2024-04-26 20:03:00.973398+00
41d450515592d4e583516e256efb68ef,Burkina Faso suspends BBC over HRW massacre report,BBC websites and radio are blocked for two weeks over a Human Rights Watch report on alleged mass killings.,BBC,https://www.bbc.co.uk/news/world-africa-68907385,2024-04-26 17:20:09+00,2024-04-26 20:03:00.981423+00
07ca856c6a2e17bb57e42d7d5eaed322,Biden says he's ready for election debate with Trump,"US President says he is ""happy"" to face rival who claims he is ready ""anytime, anywhere, anyplace"".",BBC,https://www.bbc.co.uk/news/world-us-canada-68909758,2024-04-26 19:21:37+00,2024-04-26 20:03:00.988803+00
a8da570603015707888a43a99ee9c376,Auto Safety Regulator Investigating Tesla Recall of Autopilot,The National Highway Safety Administration said it had concerns about how Tesla handled the recall based on recent crashes and testing of cars that had been updated.,NYT,https://www.nytimes.com/2024/04/26/business/tesla-autopilot-recall-nhtsa-investigation.html,2024-04-26 14:28:41+00,2024-04-27 01:02:46.125248+00
e0461901e612a54e51737c44bab5bbd0,Trump case: Supreme Court reluctant to grant full immunity to former president,The Republican’s lawyer argues that a president can order a coup or the murder of a political rival without facing criminal prosecution,El Pais,https://english.elpais.com/usa/elections/2024-04-25/trump-case-supreme-court-reluctant-to-grant-full-immunity-to-former-president.html,2024-04-25 19:25:33+00,2024-04-26 20:03:00.996464+00
e0437e8659111872d5eb027e739a55a1,Columbia visit by House Speaker Mike Johnson raises tension with students mobilizing for Gaza,The Republican official called for the resignation of university president Nemat Shafik ‘if she cannot immediately bring order to this chaos’ and did not rule out bringing in the National Guard,El Pais,https://english.elpais.com/usa/2024-04-25/columbia-visit-by-house-speaker-mike-johnson-raises-tension-with-students-mobilizing-for-gaza.html,2024-04-25 11:11:25+00,2024-04-26 20:03:01.004001+00
841d555733f4f74b5191038e97b385a3,New York appeals court overturns Harvey Weinstein’s 2020 rape conviction from landmark #MeToo trial,The former Hollywood producer will remain imprisoned because he was convicted in Los Angeles in 2022 of another rape and sentenced to 16 years behind bars,El Pais,https://english.elpais.com/usa/2024-04-25/new-york-appeals-court-overturns-harvey-weinsteins-2020-rape-conviction-from-landmark-metoo-trial.html,2024-04-25 14:21:40+00,2024-04-26 20:03:01.011355+00
bb1d135856e59637b66b57dd732618df,Spanish PM Pedro Sánchez considers resigning due to ‘the unprecedented attacks’ against his wife,The leader of the Socialist Party announced he is rethinking his position after a judge opened a case against Begoña Gómez following a complaint filed by an ultra-conservative group,El Pais,https://english.elpais.com/spain/2024-04-24/spanish-prime-minister-pedro-sanchez-considers-resigning-due-to-the-unprecedented-attacks-against-his-wife-by-the-right-and-the-far-right.html,2024-04-24 20:44:09+00,2024-04-26 20:03:01.025521+00
b58f3387c39e3796898eb8a96b33226c,"Game, sex, match: The most passionate romances of the tennis court","In tribute to Zendaya’s new film, ‘Challengers’, about a love trio between tennis players, we review the real-life relationships between professionals of the sport",El Pais,https://english.elpais.com/culture/2024-04-25/game-sex-match-the-most-passionate-romances-of-the-tennis-court.html,2024-04-25 17:10:03+00,2024-04-26 20:03:01.033334+00
bb8ecc53f9fa59fc6648d48c4bfe926f,"NFL Draft 2024: when is it, where to watch it from the United States and how it works","It is one of the most important moments in the league, since the new members of each team will be defined, who could help them grow during the next season",El Pais,https://english.elpais.com/sports/2024-04-25/nfl-draft-2024-when-is-it-where-to-watch-it-from-the-united-states-and-how-it-works.html,2024-04-25 17:46:59+00,2024-04-26 20:03:01.040845+00
fa528221d86b00d969da7c4a3c54ff1c,NBA Playoffs 2024: Game schedule and where to watch in the US,"The Boston Celtics start as favorites after having the best regular season record, followed by the defending champions of Denver",El Pais,https://english.elpais.com/sports/2024-04-20/nba-playoffs-2024-game-schedule-and-where-to-watch-in-the-us.html,2024-04-20 15:19:29+00,2024-04-26 20:03:01.048326+00
5b3a45b7df7aaaedc374482c78be9459,Ukraine and Israel aid back on track as House pushes toward weekend votes,"President Joe Biden sent a swift endorsement of the Speaker Mike Johnson’s plan and, in a rare moment, Donald Trump, who opposes most overseas aid for Ukraine, has not derailed the speaker’s work",El Pais,https://english.elpais.com/usa/2024-04-19/ukraine-and-israel-aid-back-on-track-as-house-pushes-toward-weekend-votes.html,2024-04-19 15:46:42+00,2024-04-26 20:03:01.055471+00
7388e80f929ddad29d86e737b7be18af,Blinken to warn China against helping Russia develop its military industry,"On his trip to Beijing, the U.S. secretary of state will try to consolidate America’s fragile understanding with the Asian giant. Taiwan, trade, and the South China Sea are among the key topics to be discussed",El Pais,https://english.elpais.com/international/2024-04-24/blinken-to-warn-china-against-helping-russia-develop-its-military-industry.html,2024-04-24 12:33:09+00,2024-04-26 20:03:01.06558+00
cebeee6a2c76122d216461fa2ab778a3,Artificial intelligence sparks ‘Game of Thrones’ in the chip industry,"The unstoppable advance of AI is changing the rules, creating new winners and losers in the increasingly important semiconductor sector. Here is a review of the battles being waged in the supply chain and the main players fighting for dominance",El Pais,https://english.elpais.com/technology/2024-04-12/artificial-intelligence-sparks-game-of-thrones-in-the-chip-industry.html,2024-04-12 13:05:37+00,2024-04-26 20:03:01.074003+00
c506d912fd66230b6fb7d4e68dad642a,Blinken meets with Xi in Beijing to try to improve US-China relations,"The U.S. secretary of state ended his trip with a meeting with the Chinese president, who said the two countries should be ‘partners rather than rivals’",El Pais,https://english.elpais.com/international/2024-04-26/blinken-meets-with-xi-in-beijing-to-try-to-improve-us-china-relations.html,2024-04-26 13:34:39+00,2024-04-26 20:03:01.085679+00
8ed5dc2217355f50d3f3b2069d99f604,Joe Biden agrees to participate in presidential election debates with Donald Trump,"The president had until now been reluctant to debate again with his predecessor, but the television networks issued a plea not to break with the tradition",El Pais,https://english.elpais.com/usa/elections/2024-04-26/joe-biden-agrees-to-participate-in-presidential-election-debates-with-donald-trump.html,2024-04-26 19:04:56+00,2024-04-26 20:03:01.094235+00
35db9b790aedc48c49e276e6f041ff2d,Can Paris still deliver on its Olympic promises with only three months to go?,"The Eiffel Tower was supposed to greet the world’s athletes in a fresh coat of golden shimmer, the River Seine would be swimmable for the first time in 100 years and Paris was going to host the first-ever off-stadium opening ceremony in Olympic history. The hopes and expectations for the 2024 Games were grand and spectacular but with just three months to go will Paris be able to deliver on its promises?",France24,https://www.france24.com/en/sport/20240425-can-paris-deliver-olympic-promises-with-three-months-to-go-summer-games-2024,2024-04-25 11:45:03+00,2024-04-26 20:03:01.103638+00
8d39f3bf63c0495251a7bb03baa9b65a,"‘Mortal’ Europe needs to scale up defence, says Macron in keynote speech","French President Emmanuel Macron on Thursday urged Europe to wake up to the fact that it was not sufficiently armed in the face of global threats such as Russian aggression that pose an existential challenge to the continent. In a major foreign policy speech, Macron called on Europe to adopt a ""credible"" defence strategy that is less dependent on the US.",France24,https://www.france24.com/en/europe/20240425-macron-to-outline-vision-for-independent-stronger-europe-in-keynote-speech,2024-04-25 01:56:14+00,2024-04-26 20:03:01.12431+00
b8bc2123feae0fe3808c8db8026202a4,"🔴 Live: US military begins construction of Gaza aid pier, says Pentagon","The United States military has begun construction of a pier to boost deliveries of desperately needed aid to Gaza, the Pentagon said on Thursday. UN World Food Programme deputy executive director Carl Skau said earlier on Thursday that the northern Gaza Strip is still heading towards famine and that a great volume of aid is needed to prevent the situation in the Palestinian enclave from deteriorating further. Read our liveblog to follow today's developments in the Middle East.",France24,https://www.france24.com/en/middle-east/20240425-%F0%9F%94%B4-live-palestinian-authorities-seek-un-probe-into-mass-graves-at-gaza-hospital,2024-04-25 12:59:59+00,2024-04-26 20:03:01.13533+00
4e747d97ef6f5f2fb5a04044bdaebfb6,New York court overturns Harvey Weinstein's sex crime conviction over procedural errors,"New York's highest court on Thursday overturned disgraced Hollywood producer Harvey Weinstein's 2020 conviction on sex crime charges, a shock reversal in one of the defining cases of the #MeToo movement.",France24,https://www.france24.com/en/live-news/20240425-new-york-court-overturns-harvey-weinstein-sex-crime-conviction,2024-04-25 13:49:09+00,2024-04-26 20:03:01.144266+00
39ccbce27c05eed21f2f79c36e7c6b79,"Burkina Faso’s army summarily executed 223 civilians, says Human Rights Watch","Military forces in Burkina Faso killed 223 civilians, including babies and many children, in attacks on two villages accused of cooperating with militants, Human Rights Watch said in a report published Thursday.",France24,https://www.france24.com/en/africa/20240425-burkina-faso-s-army-executed-223-civilians-in-mass-killings-says-human-rights-watch,2024-04-25 05:37:33+00,2024-04-26 20:03:01.153536+00
072176aad448612370ba30750abf52f9,Ariel Henry resigns as Haiti's PM as transitional council takes power,"Ariel Henry resigned Thursday as prime minister of Haiti, leaving the way clear for a new government to be formed in the Caribbean country, which has been wracked by gang violence that killed or injured more than 2,500 people from January to March.",France24,https://www.france24.com/en/americas/20240425-ariel-henry-resigns-as-haiti-s-pm-as-transitional-council-takes-power,2024-04-25 14:52:35+00,2024-04-26 20:03:01.162427+00
781135da87b25f0ed86a035f6c7aac55,Red blades atop Paris landmark Moulin Rouge windmill collapse overnight,"The blades atop the red Moulin Rouge windmill, one of the most famous landmarks in Paris, fell to the ground in the early hours of Thursday, said firefighters. The collapse, which came just months before the French capital hosts the Olympics, caused no injuries.",France24,https://www.france24.com/en/france/20240425-blades-atop-paris-landmark-moulin-rouge-windmill-collapse-overnight-french-culture,2024-04-25 07:30:59+00,2024-04-26 20:03:01.170588+00
b706b0e170a0dbe5ad2070a3b19aeeb8,Scores dead in Tanzania and Kenya as heavy rains pound East Africa,"At least 155 people have died in Tanzania as torrential rains linked to El Nino triggered flooding and landslides, Prime Minister Kassim Majaliwa said Thursday.",France24,https://www.france24.com/en/africa/20240425-scores-dead-in-tanzania-and-kenya-as-heavy-rains-pound-east-africa,2024-04-25 13:58:20+00,2024-04-26 20:03:01.178086+00
78643e3588802d7f67ef56059e232e7b,Venice launches pilot day-tripper entry fee to tackle mass tourism,"Under the gaze of the world’s media, the fragile lagoon city of Venice launches a pilot program Thursday to charge day-trippers a 5-euro (around $5.35) entry fee that authorities hope will discourage visitors from arriving on peak days and make the city more livable for its dwindling residents.",France24,https://www.france24.com/en/europe/20240425-venice-launches-pilot-day-tripper-entry-fee-to-tackle-mass-tourism,2024-04-25 06:32:57+00,2024-04-26 20:03:01.188845+00
599b2ab7b9e77688a7e332027edda7c8,"Blinken calls for US, China to manage differences 'responsibly' ahead of talks","US Secretary of State Antony Blinken called Thursday on the United States and China to manage their differences ""responsibly"" as he went on a charm offensive ahead of expected tough talks.",France24,https://www.france24.com/en/asia-pacific/20240425-blinken-calls-for-us-china-to-manage-differences-responsibly-as-talks-begin,2024-04-25 02:41:39+00,2024-04-26 20:03:01.198862+00
c90410416b05af4e43da24249ff23a8a,US secretly sent Ukraine long-range ATACMS missiles,"Ukraine for the first time has begun using long-range ballistic missiles provided secretly by the United States, bombing a Russian military airfield in Crimea last week and Russian forces in another occupied area overnight, American officials said Wednesday.",France24,https://www.france24.com/en/europe/20240425-us-secretly-sent-ukraine-long-range-atacms-missiles,2024-04-25 09:41:08+00,2024-04-26 20:03:01.215267+00
fc651f48296e2134f1eebe270627a58b,Hamas releases video of Israeli-American hostage,Hamas released a hostage video on Wednesday showing a well-known Israeli-American man who was among scores of people abducted by the militants in the attack that ignited the war in Gaza.,France24,https://www.france24.com/en/middle-east/20240425-hamas-releases-video-of-israeli-american-hostage,2024-04-25 08:21:08+00,2024-04-26 20:03:01.227802+00
4b1de1dde96cfe1750adcd6506e98484,"Biden signs Ukraine military aid bill into law, $1 billion arms shipment imminent","US President Joe Biden on Wednesday signed legislation authorizing $61 billion in military aid for Ukraine, with the Pentagon quickly announcing a new $1 billion package headed for Kyiv, featuring desperately needed air defense and artillery munitions.",France24,https://www.france24.com/en/americas/20240424-biden-signs-bill-to-provide-61-billion-in-new-military-aid-for-ukraine,2024-04-24 16:59:26+00,2024-04-26 20:03:01.235952+00
09d537aa2ea1322e08b23eb715dd017a,Alvin Bragg and Democrats' 'Election Interference',His theory in New York state’s Trump case is crazier than you think.,WSJ,https://www.wsj.com/articles/democrats-election-interference-bragg-theory-trump-case-crazier-than-you-think-916f5c66,2024-04-25 21:30:00+00,2024-04-27 01:02:47.709339+00
0804ae6231092f1e4684fb11f5d2ff70,'Challengers' Review: Zendaya's Tennis Courtship,The actress stars as a coach caught in a love triangle with two players in director Luca Guadagnino’s flashy but overly digressive film.,WSJ,https://www.wsj.com/articles/challengers-review-zendaya-mike-faist-josh-oconnor-tennis-464c8288,2024-04-25 21:36:00+00,2024-04-27 01:02:47.719566+00
addadea8c72c5fb805ee4820b142cf61,Andrew Cuomo: Antisemitism at Columbia University Is a Disgrace,"Imagine if in the wake of 9/11, pro-al-Qaeda protesters chased New Yorkers out of the city.",WSJ,https://www.wsj.com/articles/antisemitism-at-columbia-university-is-a-disgrace-andrew-cuomo-dc283e15,2024-04-25 20:16:00+00,2024-04-27 01:02:47.730587+00
9028b0d2aeeadf7842963182d4cb6bb9,The EU warned TikTok’s new rewards feature could be addictive. Now the app's suspended it,"TikTok announced Wednesday that it had suspended a feature that rewarded users for watching and liking videos on its new Lite app, available in France and Spain, after the EU launched an investigation Monday over child-safety concerns.",France24,https://www.france24.com/en/europe/20240424-the-eu-warned-tiktok-s-new-rewards-feature-could-be-addictive-now-the-app-s-suspended-it,2024-04-24 15:26:33+00,2024-04-26 20:03:01.245283+00
6dd7a6ffea70d35ade1a20403f9c5b57,Spanish PM Sanchez considering resignation after wife's graft probe,"Spanish Prime Minister Pedro Sanchez said Wednesday he was ""reflecting"" on the possibility of resigning after a court opened an investigation into his wife Begona Gomez on suspicion of graft.",France24,https://www.france24.com/en/europe/20240424-spanish-pm-sanchez-considering-resignation-after-wife-s-graft-probe,2024-04-24 18:40:55+00,2024-04-26 20:03:01.259234+00
ccfd9c1e5a957dced6c70ff8adfb6af3,US Supreme Court signals delay in ruling on Trump's claim of absolute immunity,"The Supreme Court on Thursday appeared likely to reject former President Donald Trump’s claim of absolute immunity from prosecution over election interference, but several justices signaled reservations about the charges that could cause a lengthy delay, possibly beyond November’s election.",France24,https://www.france24.com/en/americas/20240426-us-supreme-court-signals-delay-in-ruling-on-trump-s-claim-of-absolute-immunity,2024-04-26 01:53:59+00,2024-04-26 20:03:01.272985+00
5d9a9c4257ba35913f8d95bb9bb812d6,Pro-Palestinian protests spread at US universities as police crack down,Pro-Palestinian protests spread to more college campuses in the United States on Thursday as authorities appeared to be running out of patience and police began to push back forcefully.,France24,https://www.france24.com/en/live-news/20240425-more-than-100-arrested-at-us-university-pro-palestinian-protests,2024-04-25 10:45:10+00,2024-04-26 20:03:01.283439+00
1612023704036c02277b0051f2f7c472,All eyes on opposition-held southern states as India votes in second election phase,Millions of Indians began voting Friday in the second round of multi-phase national elections as Prime Minister Narendra Modi sought to galvanize voters with his assertive brand of Hindu nationalist politics.,France24,https://www.france24.com/en/asia-pacific/20240426-all-eyes-on-opposition-held-southern-states-as-india-votes-in-second-election-phase,2024-04-26 05:57:06+00,2024-04-26 20:03:01.293922+00
c24b59c7ddcca756eb4c24e9010349b5,China warns diplomatic ties with US could face 'downward spiral' as Blinken visits Beijing,"China's foreign minister on Friday urged visiting US Secretary of State Antony Blinken to address rising disagreements or risk a ""downward spiral"" between the two powers after months of efforts to ease tensions.",France24,https://www.france24.com/en/asia-pacific/20240426-china-warns-diplomatic-ties-with-us-could-face-downward-spiral,2024-04-26 06:56:07+00,2024-04-26 20:03:01.30395+00
7b51f8113778afb85c9f355af1e73fa8,"At least 70 people killed by flooding in Kenya since March, government says","The number of people killed in floods in Kenya due to heavier than usual rainfall since the start of the monsoon in March has risen to 70, a government spokesperson said Friday.",France24,https://www.france24.com/en/live-news/20240426-kenya-flood-death-toll-since-march-climbs-to-70,2024-04-26 14:05:10+00,2024-04-26 20:03:01.322777+00
8fd3d8d707ec133c0c17ff245290ef6b,Students occupy Paris's Sciences Po university in pro-Palestinian protest,"Students in Paris inspired by Gaza solidarity encampments at campuses in the United States blocked access to a campus building at a prestigious French university Friday, prompting administrators to move all classes online.",France24,https://www.france24.com/en/europe/20240426-students-occupy-paris-s-sciences-po-university-in-pro-palestinian-protest,2024-04-26 16:05:01+00,2024-04-26 20:03:01.334329+00
